State_Name,District_Name,Active,Confirmed,Deceased,Recovered
Tamil Nadu,Krishnagiri,26,8125,118,7981
Tamil Nadu,Madurai,79,21173,460,20634
Tamil Nadu,Nagapattinam,60,8557,133,8364
Tamil Nadu,Namakkal,49,11756,111,11596
Tamil Nadu,Nilgiris,43,8288,48,8197
Tamil Nadu,Perambalur,8,2281,21,2252
Tamil Nadu,Pudukkottai,30,11622,156,11436
Tamil Nadu,Ramanathapuram,14,6443,137,6292
Tamil Nadu,Ranipet,34,16197,189,15974
Tamil Nadu,Salem,60,32611,466,32085
Tamil Nadu,Sivaganga,48,6731,126,6557
Tamil Nadu,Tenkasi,49,8499,159,8291
Tamil Nadu,Thanjavur,109,17935,249,17577
Tamil Nadu,Theni,30,17137,207,16900
Tamil Nadu,Thiruvallur,180,43935,695,43060
Tamil Nadu,Thiruvarur,47,11293,110,11136
Tamil Nadu,Thoothukkudi,23,16328,143,16162
Tamil Nadu,Tiruchirappalli,81,14893,183,14629
Tamil Nadu,Tirunelveli,54,15678,214,15410
Tamil Nadu,Tirupathur,16,7619,126,7477
Tamil Nadu,Tiruppur,109,18185,223,17853
Tamil Nadu,Tiruvannamalai,40,19441,284,19117
Tamil Nadu,Vellore,63,20899,350,20486
Tamil Nadu,Viluppuram,29,15240,112,15099
Tamil Nadu,Virudhunagar,22,16629,232,16375
Tripura,Dhalai,0,3473,18,3454
Tripura,Gomati,0,3930,44,3885
Tripura,Khowai,1,1843,31,1811
Tripura,North Tripura,0,2759,16,2736
Tripura,Sipahijala,0,2881,39,2842
Tripura,South Tripura,1,4056,23,4029
Tripura,Unokoti,0,2767,23,2744
Tripura,West Tripura,2,11643,194,11436
Uttar Pradesh,Agra,10,10513,173,10330
Uttar Pradesh,Aligarh,19,11434,56,11359
Uttar Pradesh,Ambedkar Nagar,36,1914,44,1834
Uttar Pradesh,Amethi,13,3750,39,3698
Uttar Pradesh,Amroha,25,4346,50,4271
Uttar Pradesh,Auraiya,25,3532,47,3460
Uttar Pradesh,Ayodhya,19,8163,124,8020
Uttar Pradesh,Azamgarh,6,6044,95,5943
Uttar Pradesh,Baghpat,5,2334,36,2293
Uttar Pradesh,Bahraich,6,4137,76,4055
Uttar Pradesh,Ballia,122,7898,106,7670
Uttar Pradesh,Balrampur,39,2207,36,2132
Uttar Pradesh,Banda,7,3866,43,3816
Uttar Pradesh,Barabanki,17,7822,102,7703
Uttar Pradesh,Bareilly,55,14649,165,14429
Uttar Pradesh,Basti,65,5344,99,5180
Uttar Pradesh,Bhadohi,32,2250,23,2195
Uttar Pradesh,Bijnor,5,4416,64,4347
Uttar Pradesh,Budaun,14,4061,45,4002
Uttar Pradesh,Bulandshahr,18,6297,94,6185
Uttar Pradesh,Chandauli,9,4877,67,4801
Uttar Pradesh,Chitrakoot,1,2189,15,2173
Uttar Pradesh,Deoria,61,6762,95,6606
Uttar Pradesh,Etah,11,2534,27,2496
Uttar Pradesh,Etawah,48,5769,106,5615
Uttar Pradesh,Farrukhabad,3,4708,88,4617
Uttar Pradesh,Fatehpur,76,3835,68,3691
Uttar Pradesh,Firozabad,15,3889,68,3806
Uttar Pradesh,Gautam Buddha Nagar,46,25446,91,25309
Uttar Pradesh,Ghaziabad,69,26697,102,26526
Uttar Pradesh,Ghazipur,11,5258,92,5155
Uttar Pradesh,Gonda,16,5068,70,4982
Uttar Pradesh,Gorakhpur,34,21449,363,21052
Uttar Pradesh,Hamirpur,3,1584,21,1560
Uttar Pradesh,Hapur,32,4418,68,4318
Uttar Pradesh,Hardoi,68,5943,109,5766
Uttar Pradesh,Hathras,9,1317,7,1301
Uttar Pradesh,Jalaun,21,3986,47,3918
Uttar Pradesh,Jaunpur,8,6716,99,6609
Uttar Pradesh,Jhansi,20,10442,178,10244
Uttar Pradesh,Kannauj,2,3499,49,3448
Uttar Pradesh,Kanpur Dehat,13,2127,36,2078
Uttar Pradesh,Kanpur Nagar,64,32972,838,32070
Uttar Pradesh,Kasganj,1,1964,6,1957
Uttar Pradesh,Kaushambi,2,2267,27,2238
Uttar Pradesh,Kushinagar,57,5708,62,5589
Uttar Pradesh,Lakhimpur Kheri,27,7656,99,7530
Uttar Pradesh,Lalitpur,25,3473,47,3401
Uttar Pradesh,Lucknow,370,81717,1186,80161
Uttar Pradesh,Maharajganj,4,5811,91,5716
Uttar Pradesh,Mahoba,1,1477,12,1464
Uttar Pradesh,Mainpuri,25,3847,76,3746
Uttar Pradesh,Mathura,15,6827,113,6699
Uttar Pradesh,Mau,5,3067,39,3023
Uttar Pradesh,Meerut,273,22335,440,21622
Uttar Pradesh,Mirzapur,13,3456,46,3397
Uttar Pradesh,Moradabad,51,11887,184,11652
Uttar Pradesh,Muzaffarnagar,30,8873,111,8732
Uttar Pradesh,Pilibhit,5,4200,82,4113
Uttar Pradesh,Pratapgarh,10,5416,73,5333
Uttar Pradesh,Prayagraj,98,29215,409,28708
Uttar Pradesh,Rae Bareli,14,5547,111,5422
Uttar Pradesh,Rampur,40,5528,58,5430
Uttar Pradesh,Saharanpur,9,10098,135,9954
Uttar Pradesh,Sambhal,63,3208,45,3100
Uttar Pradesh,Sant Kabir Nagar,12,3419,44,3363
Uttar Pradesh,Shahjahanpur,8,6948,113,6827
Uttar Pradesh,Shamli,1,3660,31,3628
Uttar Pradesh,Shrawasti,0,1366,18,1348
Uttar Pradesh,Siddharthnagar,18,4089,53,4018
Uttar Pradesh,Sitapur,2,4841,81,4758
Uttar Pradesh,Sonbhadra,96,5013,75,4842
Uttar Pradesh,Sultanpur,69,4992,77,4846
Uttar Pradesh,Unnao,121,4555,86,4348
Uttar Pradesh,Varanasi,47,23488,456,22985
Uttarakhand,Almora,70,3259,25,3036
Uttarakhand,Bageshwar,19,1540,17,1479
Uttarakhand,Chamoli,24,3484,15,3356
Uttarakhand,Champawat,16,1820,9,1721
Uttarakhand,Dehradun,32,29658,959,28231
Uttarakhand,Haridwar,138,14132,157,13669
Uttarakhand,Nainital,103,12713,235,12303
Uttarakhand,Pauri Garhwal,33,5159,59,5043
Uttarakhand,Pithoragarh,22,3362,47,3288
Uttarakhand,Rudraprayag,3,2270,10,2250
Uttarakhand,Tehri Garhwal,25,4234,16,4033
Uttarakhand,Udham Singh Nagar,50,11541,117,11256
Uttarakhand,Uttarkashi,13,3792,17,3644
West Bengal,Alipurduar,4,7703,86,7613
West Bengal,Bankura,73,11908,92,11743
West Bengal,Birbhum,99,10012,89,9824
West Bengal,Cooch Behar,10,11832,72,11750
West Bengal,Dakshin Dinajpur,2,8175,74,8099
West Bengal,Darjeeling,97,18403,203,18103
West Bengal,Hooghly,115,29579,496,28968
West Bengal,Howrah,94,35675,1044,34537
West Bengal,Jalpaiguri,82,14680,163,14435
West Bengal,Jhargram,14,3042,22,3006
West Bengal,Kalimpong,15,2229,26,2188
West Bengal,Kolkata,1065,128675,3092,124518
West Bengal,Malda,40,12679,114,12525
West Bengal,Murshidabad,41,12289,149,12099
West Bengal,Nadia,86,22596,318,22192
West Bengal,North 24 Parganas,975,122620,2498,119147
West Bengal,Other State,0,66,3,63
West Bengal,Paschim Bardhaman,249,16320,168,15903
West Bengal,Paschim Medinipur,78,20214,309,19827
West Bengal,Purba Bardhaman,47,12655,102,12506
West Bengal,Purba Medinipur,141,20662,279,20242
West Bengal,Purulia,98,7226,48,7080
West Bengal,South 24 Parganas,234,37112,714,36164
West Bengal,Uttar Dinajpur,77,6660,76,6507
