Date,Confirmed,Deceased,Recovered,State_Name
03-Jun-20,1286,8,610,Tamil Nadu
03-Jun-20,151,0,0,Tripura
03-Jun-20,9689,259,3789,Total
03-Jun-20,709,0,0,State Unassigned
03-Jun-20,141,1,81,Uttar Pradesh
03-Jun-20,42,1,7,Uttarakhand
03-Jun-20,340,10,170,West Bengal
04-Jun-20,0,0,0,Andaman and Nicobar Islands
04-Jun-20,141,3,65,Andhra Pradesh
04-Jun-20,5,0,0,Arunachal Pradesh
04-Jun-20,285,0,46,Assam
04-Jun-20,126,3,95,Bihar
04-Jun-20,1,0,8,Chandigarh
04-Jun-20,147,0,36,Chhattisgarh
04-Jun-20,0,0,0,Daman and Diu
04-Jun-20,1359,44,356,Delhi
04-Jun-20,3,0,0,Dadra and Nagar Haveli and Daman and Diu
04-Jun-20,40,0,0,Goa
04-Jun-20,492,33,455,Gujarat
04-Jun-20,24,0,29,Himachal Pradesh
04-Jun-20,327,1,34,Haryana
04-Jun-20,63,1,69,Jharkhand
04-Jun-20,285,1,41,Jammu and Kashmir
04-Jun-20,257,4,106,Karnataka
04-Jun-20,94,3,39,Kerala
04-Jun-20,4,0,0,Ladakh
04-Jun-20,0,0,0,Lakshadweep
04-Jun-20,2933,123,1352,Maharashtra
04-Jun-20,0,0,0,Meghalaya
04-Jun-20,16,0,0,Manipur
04-Jun-20,174,6,192,Madhya Pradesh
04-Jun-20,3,0,0,Mizoram
04-Jun-20,22,0,0,Nagaland
04-Jun-20,90,0,65,Odisha
04-Jun-20,39,0,14,Punjab
04-Jun-20,9,0,4,Puducherry
04-Jun-20,210,4,360,Rajasthan
04-Jun-20,0,0,0,Sikkim
04-Jun-20,127,6,31,Telangana
04-Jun-20,1384,15,585,Tamil Nadu
04-Jun-20,24,0,0,Tripura
04-Jun-20,9847,274,4390,Total
04-Jun-20,360,0,0,State Unassigned
04-Jun-20,367,15,182,Uttar Pradesh
04-Jun-20,68,2,38,Uttarakhand
04-Jun-20,368,10,188,West Bengal
05-Jun-20,0,0,0,Andaman and Nicobar Islands
05-Jun-20,138,2,36,Andhra Pradesh
05-Jun-20,4,0,0,Arunachal Pradesh
05-Jun-20,128,0,50,Assam
05-Jun-20,146,1,113,Bihar
05-Jun-20,7,0,51,Chandigarh
05-Jun-20,90,0,25,Chhattisgarh
05-Jun-20,0,0,0,Daman and Diu
05-Jun-20,1330,49,417,Delhi
05-Jun-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
05-Jun-20,30,0,8,Goa
05-Jun-20,510,35,344,Gujarat
05-Jun-20,10,0,10,Himachal Pradesh
05-Jun-20,316,0,86,Haryana
05-Jun-20,95,1,69,Jharkhand
05-Jun-20,182,1,38,Jammu and Kashmir
05-Jun-20,515,0,83,Karnataka
05-Jun-20,111,0,22,Kerala
05-Jun-20,3,0,0,Ladakh
05-Jun-20,0,0,0,Lakshadweep
05-Jun-20,2436,139,1466,Maharashtra
05-Jun-20,0,0,0,Meghalaya
05-Jun-20,8,0,0,Manipur
05-Jun-20,234,7,241,Madhya Pradesh
05-Jun-20,7,0,0,Mizoram
05-Jun-20,27,0,0,Nagaland
05-Jun-20,130,1,123,Odisha
05-Jun-20,46,1,26,Punjab
05-Jun-20,5,0,6,Puducherry
05-Jun-20,222,5,255,Rajasthan
05-Jun-20,1,0,0,Sikkim
05-Jun-20,143,8,40,Telangana
05-Jun-20,1438,12,861,Tamil Nadu
05-Jun-20,48,0,0,Tripura
05-Jun-20,9472,286,4770,Total
05-Jun-20,127,0,0,State Unassigned
05-Jun-20,496,12,209,Uttar Pradesh
05-Jun-20,62,1,47,Uttarakhand
05-Jun-20,427,11,144,West Bengal
06-Jun-20,0,0,0,Andaman and Nicobar Islands
06-Jun-20,210,0,75,Andhra Pradesh
06-Jun-20,2,0,0,Arunachal Pradesh
06-Jun-20,230,0,79,Assam
06-Jun-20,233,0,65,Bihar
06-Jun-20,3,0,0,Chandigarh
06-Jun-20,60,2,28,Chhattisgarh
06-Jun-20,0,0,0,Daman and Diu
06-Jun-20,1320,53,349,Delhi
06-Jun-20,5,0,0,Dadra and Nagar Haveli and Daman and Diu
06-Jun-20,71,0,0,Goa
06-Jun-20,498,29,313,Gujarat
06-Jun-20,7,0,5,Himachal Pradesh
06-Jun-20,355,0,71,Haryana
06-Jun-20,106,0,38,Jharkhand
06-Jun-20,143,3,40,Jammu and Kashmir
06-Jun-20,378,2,280,Karnataka
06-Jun-20,108,1,50,Kerala
06-Jun-20,2,0,2,Ladakh
06-Jun-20,0,0,0,Lakshadweep
06-Jun-20,2739,120,2243,Maharashtra
06-Jun-20,0,0,0,Meghalaya
06-Jun-20,25,0,14,Manipur
06-Jun-20,232,15,230,Madhya Pradesh
06-Jun-20,0,0,0,Mizoram
06-Jun-20,0,0,8,Nagaland
06-Jun-20,173,0,112,Odisha
06-Jun-20,54,2,23,Punjab
06-Jun-20,3,0,5,Puducherry
06-Jun-20,253,13,142,Rajasthan
06-Jun-20,4,0,0,Sikkim
06-Jun-20,206,10,83,Telangana
06-Jun-20,1458,19,633,Tamil Nadu
06-Jun-20,55,0,0,Tripura
06-Jun-20,10408,297,5433,Total
06-Jun-20,582,0,0,State Unassigned
06-Jun-20,370,11,260,Uttar Pradesh
06-Jun-20,88,0,78,Uttarakhand
06-Jun-20,435,17,207,West Bengal
07-Jun-20,0,0,0,Andaman and Nicobar Islands
07-Jun-20,199,2,29,Andhra Pradesh
07-Jun-20,3,0,0,Arunachal Pradesh
07-Jun-20,208,0,48,Assam
07-Jun-20,239,1,107,Bihar
07-Jun-20,2,0,1,Chandigarh
07-Jun-20,150,0,7,Chhattisgarh
07-Jun-20,0,0,0,Daman and Diu
07-Jun-20,1282,51,335,Delhi
07-Jun-20,1,0,1,Dadra and Nagar Haveli and Daman and Diu
07-Jun-20,33,0,0,Goa
07-Jun-20,480,30,319,Gujarat
07-Jun-20,11,0,28,Himachal Pradesh
07-Jun-20,496,4,194,Haryana
07-Jun-20,75,0,17,Jharkhand
07-Jun-20,620,2,90,Jammu and Kashmir
07-Jun-20,239,2,159,Karnataka
07-Jun-20,107,0,41,Kerala
07-Jun-20,4,0,0,Ladakh
07-Jun-20,0,0,0,Lakshadweep
07-Jun-20,3007,91,1924,Maharashtra
07-Jun-20,3,0,0,Meghalaya
07-Jun-20,15,0,0,Manipur
07-Jun-20,173,13,223,Madhya Pradesh
07-Jun-20,10,0,0,Mizoram
07-Jun-20,9,0,0,Nagaland
07-Jun-20,75,1,178,Odisha
07-Jun-20,93,1,14,Punjab
07-Jun-20,12,0,1,Puducherry
07-Jun-20,262,9,253,Rajasthan
07-Jun-20,0,0,0,Sikkim
07-Jun-20,154,14,32,Telangana
07-Jun-20,1515,18,604,Tamil Nadu
07-Jun-20,53,0,19,Tripura
07-Jun-20,10882,261,5191,Total
07-Jun-20,418,0,0,State Unassigned
07-Jun-20,433,7,277,Uttar Pradesh
07-Jun-20,52,2,106,Uttarakhand
07-Jun-20,449,13,184,West Bengal
08-Jun-20,0,0,0,Andaman and Nicobar Islands
08-Jun-20,154,0,42,Andhra Pradesh
08-Jun-20,6,0,0,Arunachal Pradesh
08-Jun-20,154,0,148,Assam
08-Jun-20,177,1,137,Bihar
08-Jun-20,6,0,11,Chandigarh
08-Jun-20,124,0,69,Chhattisgarh
08-Jun-20,0,0,0,Daman and Diu
08-Jun-20,1007,62,358,Delhi
08-Jun-20,2,0,0,Dadra and Nagar Haveli and Daman and Diu
08-Jun-20,30,0,2,Goa
08-Jun-20,477,31,321,Gujarat
08-Jun-20,10,0,5,Himachal Pradesh
08-Jun-20,406,11,226,Haryana
08-Jun-20,187,0,29,Jharkhand
08-Jun-20,198,4,108,Jammu and Kashmir
08-Jun-20,308,3,309,Karnataka
08-Jun-20,91,1,11,Kerala
08-Jun-20,0,0,0,Ladakh
08-Jun-20,0,0,0,Lakshadweep
08-Jun-20,2554,109,1661,Maharashtra
08-Jun-20,3,0,0,Meghalaya
08-Jun-20,100,0,6,Manipur
08-Jun-20,237,2,205,Madhya Pradesh
08-Jun-20,8,0,0,Mizoram
08-Jun-20,6,0,0,Nagaland
08-Jun-20,138,0,99,Odisha
08-Jun-20,55,2,22,Punjab
08-Jun-20,9,0,4,Puducherry
08-Jun-20,277,6,363,Rajasthan
08-Jun-20,0,0,0,Sikkim
08-Jun-20,92,5,0,Telangana
08-Jun-20,1562,17,528,Tamil Nadu
08-Jun-20,38,0,0,Tripura
08-Jun-20,8536,271,5171,Total
08-Jun-20,-773,0,0,State Unassigned
08-Jun-20,411,8,159,Uttar Pradesh
08-Jun-20,56,0,186,Uttarakhand
08-Jun-20,426,9,162,West Bengal
09-Jun-20,1,0,0,Andaman and Nicobar Islands
09-Jun-20,69,2,48,Andhra Pradesh
09-Jun-20,0,0,1,Arunachal Pradesh
09-Jun-20,215,1,312,Assam
09-Jun-20,208,2,228,Bihar
09-Jun-20,6,0,0,Chandigarh
09-Jun-20,14,1,12,Chhattisgarh
09-Jun-20,0,0,0,Daman and Diu
09-Jun-20,1366,31,504,Delhi
09-Jun-20,2,0,0,Dadra and Nagar Haveli and Daman and Diu
09-Jun-20,29,0,0,Goa
09-Jun-20,470,33,409,Gujarat
09-Jun-20,16,0,14,Himachal Pradesh
09-Jun-20,355,6,107,Haryana
09-Jun-20,126,1,40,Jharkhand
09-Jun-20,61,3,182,Jammu and Kashmir
09-Jun-20,161,2,164,Karnataka
09-Jun-20,91,0,34,Kerala
09-Jun-20,5,0,0,Ladakh
09-Jun-20,0,0,0,Lakshadweep
09-Jun-20,2258,120,1664,Maharashtra
09-Jun-20,4,0,0,Meghalaya
09-Jun-20,32,0,6,Manipur
09-Jun-20,211,6,193,Madhya Pradesh
09-Jun-20,46,0,0,Mizoram
09-Jun-20,5,0,2,Nagaland
09-Jun-20,146,0,140,Odisha
09-Jun-20,56,2,39,Punjab
09-Jun-20,4,0,2,Puducherry
09-Jun-20,369,9,211,Rajasthan
09-Jun-20,6,0,3,Sikkim
09-Jun-20,178,6,0,Telangana
09-Jun-20,1685,18,798,Tamil Nadu
09-Jun-20,26,1,0,Tripura
09-Jun-20,9981,272,5634,Total
09-Jun-20,874,0,0,State Unassigned
09-Jun-20,388,18,325,Uttar Pradesh
09-Jun-20,126,0,41,Uttarakhand
09-Jun-20,372,10,155,West Bengal
10-Jun-20,1,0,0,Andaman and Nicobar Islands
10-Jun-20,365,1,110,Andhra Pradesh
10-Jun-20,4,0,2,Arunachal Pradesh
10-Jun-20,235,1,152,Assam
10-Jun-20,243,1,164,Bihar
10-Jun-20,2,0,4,Chandigarh
10-Jun-20,51,1,4,Chhattisgarh
10-Jun-20,0,0,0,Daman and Diu
10-Jun-20,1501,79,384,Delhi
10-Jun-20,5,0,0,Dadra and Nagar Haveli and Daman and Diu
10-Jun-20,28,0,0,Goa
10-Jun-20,510,34,370,Gujarat
10-Jun-20,14,1,13,Himachal Pradesh
10-Jun-20,370,7,381,Haryana
10-Jun-20,135,0,33,Jharkhand
10-Jun-20,161,3,165,Jammu and Kashmir
10-Jun-20,120,3,257,Karnataka
10-Jun-20,65,1,57,Kerala
10-Jun-20,7,0,0,Ladakh
10-Jun-20,0,0,0,Lakshadweep
10-Jun-20,3254,149,1877,Maharashtra
10-Jun-20,1,0,0,Meghalaya
10-Jun-20,7,0,0,Manipur
10-Jun-20,200,7,163,Madhya Pradesh
10-Jun-20,5,0,0,Mizoram
10-Jun-20,1,0,12,Nagaland
10-Jun-20,110,0,149,Odisha
10-Jun-20,86,0,65,Punjab
10-Jun-20,12,0,5,Puducherry
10-Jun-20,355,4,241,Rajasthan
10-Jun-20,0,0,0,Sikkim
10-Jun-20,191,8,75,Telangana
10-Jun-20,1927,19,1008,Tamil Nadu
10-Jun-20,31,0,47,Tripura
10-Jun-20,11156,358,6275,Total
10-Jun-20,516,0,0,State Unassigned
10-Jun-20,275,20,302,Uttar Pradesh
10-Jun-20,25,2,76,Uttarakhand
10-Jun-20,343,17,159,West Bengal
11-Jun-20,3,0,0,Andaman and Nicobar Islands
11-Jun-20,182,2,99,Andhra Pradesh
11-Jun-20,6,0,0,Arunachal Pradesh
11-Jun-20,145,0,184,Assam
11-Jun-20,250,0,152,Bihar
11-Jun-20,4,0,4,Chandigarh
11-Jun-20,136,0,70,Chhattisgarh
11-Jun-20,0,0,0,Daman and Diu
11-Jun-20,1877,101,486,Delhi
11-Jun-20,1,0,0,Dadra and Nagar Haveli and Daman and Diu
11-Jun-20,30,0,0,Goa
11-Jun-20,513,38,366,Gujarat
11-Jun-20,19,0,26,Himachal Pradesh
11-Jun-20,389,12,73,Haryana
11-Jun-20,48,0,38,Jharkhand
11-Jun-20,67,1,149,Jammu and Kashmir
11-Jun-20,204,3,114,Karnataka
11-Jun-20,83,1,62,Kerala
11-Jun-20,20,0,4,Ladakh
11-Jun-20,0,0,0,Lakshadweep
11-Jun-20,3607,152,1562,Maharashtra
11-Jun-20,0,0,5,Meghalaya
11-Jun-20,55,0,9,Manipur
11-Jun-20,192,4,150,Madhya Pradesh
11-Jun-20,9,0,0,Mizoram
11-Jun-20,2,0,7,Nagaland
11-Jun-20,136,1,72,Odisha
11-Jun-20,82,4,27,Punjab
11-Jun-20,13,2,7,Puducherry
11-Jun-20,238,6,206,Rajasthan
11-Jun-20,0,0,0,Sikkim
11-Jun-20,209,9,176,Telangana
11-Jun-20,1875,23,1372,Tamil Nadu
11-Jun-20,25,0,39,Tripura
11-Jun-20,11135,394,6044,Total
11-Jun-20,-296,0,0,State Unassigned
11-Jun-20,478,24,321,Uttar Pradesh
11-Jun-20,93,1,55,Uttarakhand
11-Jun-20,440,10,209,West Bengal
12-Jun-20,0,0,0,Andaman and Nicobar Islands
12-Jun-20,207,0,123,Andhra Pradesh
12-Jun-20,19,0,0,Arunachal Pradesh
12-Jun-20,263,2,152,Assam
12-Jun-20,148,1,230,Bihar
12-Jun-20,13,0,2,Chandigarh
12-Jun-20,47,0,123,Chhattisgarh
12-Jun-20,0,0,0,Daman and Diu
12-Jun-20,2137,129,667,Delhi
12-Jun-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
12-Jun-20,46,0,2,Goa
12-Jun-20,495,31,392,Gujarat
12-Jun-20,16,0,17,Himachal Pradesh
12-Jun-20,366,6,214,Haryana
12-Jun-20,57,0,55,Jharkhand
12-Jun-20,156,1,266,Jammu and Kashmir
12-Jun-20,271,7,464,Karnataka
12-Jun-20,78,1,32,Kerala
12-Jun-20,104,0,4,Ladakh
12-Jun-20,0,0,0,Lakshadweep
12-Jun-20,3493,127,1718,Maharashtra
12-Jun-20,0,0,4,Meghalaya
12-Jun-20,19,0,0,Manipur
12-Jun-20,202,9,159,Madhya Pradesh
12-Jun-20,2,0,0,Mizoram
12-Jun-20,26,0,28,Nagaland
12-Jun-20,112,1,120,Odisha
12-Jun-20,99,4,23,Punjab
12-Jun-20,6,1,9,Puducherry
12-Jun-20,230,7,236,Rajasthan
12-Jun-20,50,0,0,Sikkim
12-Jun-20,164,9,285,Telangana
12-Jun-20,1982,18,1342,Tamil Nadu
12-Jun-20,41,0,0,Tripura
12-Jun-20,11306,388,7263,Total
12-Jun-20,-616,0,0,State Unassigned
12-Jun-20,528,20,317,Uttar Pradesh
12-Jun-20,69,5,61,Uttarakhand
12-Jun-20,476,9,218,West Bengal
13-Jun-20,0,0,0,Andaman and Nicobar Islands
13-Jun-20,222,2,94,Andhra Pradesh
13-Jun-20,5,0,2,Arunachal Pradesh
13-Jun-20,207,0,221,Assam
13-Jun-20,193,0,370,Bihar
13-Jun-20,5,0,0,Chandigarh
13-Jun-20,105,0,87,Chhattisgarh
13-Jun-20,0,0,0,Daman and Diu
13-Jun-20,2134,57,1547,Delhi
13-Jun-20,5,0,0,Dadra and Nagar Haveli and Daman and Diu
13-Jun-20,60,0,1,Goa
13-Jun-20,517,33,390,Gujarat
13-Jun-20,16,0,16,Himachal Pradesh
13-Jun-20,415,8,328,Haryana
13-Jun-20,55,0,131,Jharkhand
13-Jun-20,148,2,183,Jammu and Kashmir
13-Jun-20,308,3,208,Karnataka
13-Jun-20,85,0,46,Kerala
13-Jun-20,198,0,10,Ladakh
13-Jun-20,0,0,0,Lakshadweep
13-Jun-20,3427,113,1550,Maharashtra
13-Jun-20,0,0,1,Meghalaya
13-Jun-20,64,0,0,Manipur
13-Jun-20,198,7,176,Madhya Pradesh
13-Jun-20,6,0,0,Mizoram
13-Jun-20,7,0,27,Nagaland
13-Jun-20,225,0,120,Odisha
13-Jun-20,77,2,45,Punjab
13-Jun-20,13,0,6,Puducherry
13-Jun-20,333,10,326,Rajasthan
13-Jun-20,0,0,2,Sikkim
13-Jun-20,253,8,74,Telangana
13-Jun-20,1989,30,1362,Tamil Nadu
13-Jun-20,83,0,37,Tripura
13-Jun-20,12039,309,8092,Total
13-Jun-20,-331,0,0,State Unassigned
13-Jun-20,502,20,266,Uttar Pradesh
13-Jun-20,61,2,130,Uttarakhand
13-Jun-20,454,12,336,West Bengal
14-Jun-20,2,0,0,Andaman and Nicobar Islands
14-Jun-20,294,2,131,Andhra Pradesh
14-Jun-20,3,0,1,Arunachal Pradesh
14-Jun-20,218,0,155,Assam
14-Jun-20,186,1,289,Bihar
14-Jun-20,2,0,0,Chandigarh
14-Jun-20,121,3,88,Chhattisgarh
14-Jun-20,0,0,0,Daman and Diu
14-Jun-20,2224,56,878,Delhi
14-Jun-20,4,0,0,Dadra and Nagar Haveli and Daman and Diu
14-Jun-20,41,0,4,Goa
14-Jun-20,511,29,442,Gujarat
14-Jun-20,16,0,17,Himachal Pradesh
14-Jun-20,459,10,200,Haryana
14-Jun-20,52,0,89,Jharkhand
14-Jun-20,163,4,120,Jammu and Kashmir
14-Jun-20,176,5,312,Karnataka
14-Jun-20,54,0,56,Kerala
14-Jun-20,112,0,12,Ladakh
14-Jun-20,0,0,0,Lakshadweep
14-Jun-20,3390,120,1632,Maharashtra
14-Jun-20,0,0,3,Meghalaya
14-Jun-20,9,0,18,Manipur
14-Jun-20,161,12,300,Madhya Pradesh
14-Jun-20,2,0,0,Mizoram
14-Jun-20,10,0,4,Nagaland
14-Jun-20,186,1,114,Odisha
14-Jun-20,77,2,29,Punjab
14-Jun-20,18,1,9,Puducherry
14-Jun-20,293,10,229,Rajasthan
14-Jun-20,5,0,0,Sikkim
14-Jun-20,237,3,25,Telangana
14-Jun-20,1974,38,1138,Tamil Nadu
14-Jun-20,33,0,118,Tripura
14-Jun-20,11405,324,7358,Total
14-Jun-20,-548,0,0,State Unassigned
14-Jun-20,497,14,393,Uttar Pradesh
14-Jun-20,34,1,34,Uttarakhand
14-Jun-20,389,12,518,West Bengal
15-Jun-20,1,0,0,Andaman and Nicobar Islands
15-Jun-20,304,2,69,Andhra Pradesh
15-Jun-20,4,0,0,Arunachal Pradesh
15-Jun-20,191,0,245,Assam
15-Jun-20,187,2,251,Bihar
15-Jun-20,5,1,6,Chandigarh
15-Jun-20,44,0,124,Chhattisgarh
15-Jun-20,0,0,0,Daman and Diu
15-Jun-20,1647,73,604,Delhi
15-Jun-20,0,0,0,Dadra and Nagar Haveli and Daman and Diu
15-Jun-20,28,0,11,Goa
15-Jun-20,514,28,339,Gujarat
15-Jun-20,38,0,16,Himachal Pradesh
15-Jun-20,514,12,562,Haryana
15-Jun-20,30,1,95,Jharkhand
15-Jun-20,179,3,215,Jammu and Kashmir
15-Jun-20,213,2,174,Karnataka
15-Jun-20,82,1,73,Kerala
15-Jun-20,6,0,2,Ladakh
15-Jun-20,0,0,0,Lakshadweep
15-Jun-20,2786,178,5071,Maharashtra
15-Jun-20,0,0,0,Meghalaya
15-Jun-20,32,0,60,Manipur
15-Jun-20,133,6,226,Madhya Pradesh
15-Jun-20,5,0,0,Mizoram
15-Jun-20,4,0,0,Nagaland
15-Jun-20,146,0,146,Odisha
15-Jun-20,127,4,87,Punjab
15-Jun-20,8,0,4,Puducherry
15-Jun-20,287,9,219,Rajasthan
15-Jun-20,0,0,0,Sikkim
15-Jun-20,219,2,389,Telangana
15-Jun-20,1843,44,797,Tamil Nadu
15-Jun-20,10,0,0,Tripura
15-Jun-20,10032,396,10639,Total
15-Jun-20,-464,0,0,State Unassigned
15-Jun-20,476,18,342,Uttar Pradesh
15-Jun-20,26,0,78,Uttarakhand
15-Jun-20,407,10,434,West Bengal
16-Jun-20,3,0,0,Andaman and Nicobar Islands
16-Jun-20,264,2,128,Andhra Pradesh
16-Jun-20,4,0,0,Arunachal Pradesh
16-Jun-20,201,0,206,Assam
16-Jun-20,148,1,345,Bihar
16-Jun-20,8,0,1,Chandigarh
16-Jun-20,69,0,91,Chhattisgarh
16-Jun-20,0,0,0,Daman and Diu
16-Jun-20,1859,437,73,Delhi
16-Jun-20,15,0,7,Dadra and Nagar Haveli and Daman and Diu
16-Jun-20,37,0,0,Goa
16-Jun-20,524,28,418,Gujarat
16-Jun-20,4,0,19,Himachal Pradesh
16-Jun-20,550,18,183,Haryana
16-Jun-20,46,0,121,Jharkhand
16-Jun-20,78,1,177,Jammu and Kashmir
16-Jun-20,317,7,322,Karnataka
16-Jun-20,79,0,60,Kerala
16-Jun-20,94,0,3,Ladakh
16-Jun-20,0,0,0,Lakshadweep
16-Jun-20,2701,1409,1802,Maharashtra
16-Jun-20,0,0,2,Meghalaya
16-Jun-20,10,0,8,Manipur
16-Jun-20,148,11,249,Madhya Pradesh
16-Jun-20,4,0,0,Mizoram
16-Jun-20,2,0,15,Nagaland
16-Jun-20,108,0,120,Odisha
16-Jun-20,104,1,18,Punjab
16-Jun-20,14,0,4,Puducherry
16-Jun-20,235,7,177,Rajasthan
16-Jun-20,0,0,0,Sikkim
16-Jun-20,213,4,261,Telangana
16-Jun-20,1515,49,1438,Tamil Nadu
16-Jun-20,1,0,123,Tripura
16-Jun-20,11086,2004,7226,Total
16-Jun-20,712,0,0,State Unassigned
16-Jun-20,507,18,294,Uttar Pradesh
16-Jun-20,97,1,27,Uttarakhand
16-Jun-20,415,10,534,West Bengal
17-Jun-20,0,0,0,Andaman and Nicobar Islands
17-Jun-20,351,2,128,Andhra Pradesh
17-Jun-20,4,0,3,Arunachal Pradesh
17-Jun-20,184,0,231,Assam
17-Jun-20,130,0,205,Bihar
17-Jun-20,5,0,4,Chandigarh
17-Jun-20,80,0,165,Chhattisgarh
17-Jun-20,0,0,0,Daman and Diu
17-Jun-20,2414,67,957,Delhi
17-Jun-20,5,0,3,Dadra and Nagar Haveli and Daman and Diu
17-Jun-20,27,0,11,Goa
17-Jun-20,520,27,348,Gujarat
17-Jun-20,25,0,7,Himachal Pradesh
17-Jun-20,560,12,204,Haryana
17-Jun-20,57,1,30,Jharkhand
17-Jun-20,108,1,133,Jammu and Kashmir
17-Jun-20,204,8,348,Karnataka
17-Jun-20,75,0,90,Kerala
17-Jun-20,38,0,7,Ladakh
17-Jun-20,0,0,0,Lakshadweep
17-Jun-20,3307,114,1315,Maharashtra
17-Jun-20,-1,0,3,Meghalaya
17-Jun-20,52,0,33,Manipur
17-Jun-20,161,6,236,Madhya Pradesh
17-Jun-20,0,0,0,Mizoram
17-Jun-20,14,0,0,Nagaland
17-Jun-20,175,0,73,Odisha
17-Jun-20,126,6,77,Punjab
17-Jun-20,29,1,10,Puducherry
17-Jun-20,326,5,505,Rajasthan
17-Jun-20,2,0,0,Sikkim
17-Jun-20,269,1,44,Telangana
17-Jun-20,2174,48,842,Tamil Nadu
17-Jun-20,43,0,0,Tripura
17-Jun-20,13108,341,6890,Total
17-Jun-20,589,0,0,State Unassigned
17-Jun-20,583,30,335,Uttar Pradesh
17-Jun-20,81,1,38,Uttarakhand
17-Jun-20,391,11,505,West Bengal
18-Jun-20,1,0,2,Andaman and Nicobar Islands
18-Jun-20,425,2,131,Andhra Pradesh
18-Jun-20,0,0,1,Arunachal Pradesh
18-Jun-20,209,1,206,Assam
18-Jun-20,100,5,185,Bihar
18-Jun-20,4,0,0,Chandigarh
18-Jun-20,82,0,103,Chhattisgarh
18-Jun-20,0,0,0,Daman and Diu
18-Jun-20,2877,65,3884,Delhi
18-Jun-20,4,0,2,Dadra and Nagar Haveli and Daman and Diu
18-Jun-20,49,0,13,Goa
18-Jun-20,510,31,389,Gujarat
18-Jun-20,10,0,5,Himachal Pradesh
18-Jun-20,386,4,604,Haryana
18-Jun-20,23,1,47,Jharkhand
18-Jun-20,149,7,230,Jammu and Kashmir
18-Jun-20,210,12,176,Karnataka
18-Jun-20,97,1,89,Kerala
18-Jun-20,0,0,3,Ladakh
18-Jun-20,0,0,0,Lakshadweep
18-Jun-20,3752,100,1672,Maharashtra
18-Jun-20,0,0,1,Meghalaya
18-Jun-20,54,0,7,Manipur
18-Jun-20,182,4,244,Madhya Pradesh
18-Jun-20,9,0,0,Mizoram
18-Jun-20,0,0,6,Nagaland
18-Jun-20,174,0,97,Odisha
18-Jun-20,118,5,32,Punjab
18-Jun-20,26,1,7,Puducherry
18-Jun-20,315,17,275,Rajasthan
18-Jun-20,0,0,1,Sikkim
18-Jun-20,352,3,230,Telangana
18-Jun-20,2141,49,1017,Tamil Nadu
18-Jun-20,21,0,83,Tripura
18-Jun-20,13829,343,10741,Total
18-Jun-20,430,0,0,State Unassigned
18-Jun-20,604,23,399,Uttar Pradesh
18-Jun-20,80,0,132,Uttarakhand
18-Jun-20,435,12,468,West Bengal
19-Jun-20,2,0,0,Andaman and Nicobar Islands
19-Jun-20,465,4,133,Andhra Pradesh
19-Jun-20,32,0,3,Arunachal Pradesh
19-Jun-20,0,0,218,Assam
19-Jun-20,250,5,137,Bihar
19-Jun-20,7,0,9,Chandigarh
19-Jun-20,72,1,103,Chhattisgarh
19-Jun-20,0,0,0,Daman and Diu
19-Jun-20,3137,66,2228,Delhi
19-Jun-20,14,0,0,Dadra and Nagar Haveli and Daman and Diu
19-Jun-20,20,0,9,Goa
19-Jun-20,540,27,340,Gujarat
19-Jun-20,32,0,12,Himachal Pradesh
19-Jun-20,525,10,333,Haryana
19-Jun-20,42,0,137,Jharkhand
19-Jun-20,125,4,50,Jammu and Kashmir
19-Jun-20,337,9,230,Karnataka
19-Jun-20,118,0,96,Kerala
19-Jun-20,57,0,0,Ladakh
19-Jun-20,0,0,0,Lakshadweep
19-Jun-20,3827,142,1935,Maharashtra
19-Jun-20,0,0,0,Meghalaya
19-Jun-20,75,0,19,Manipur
19-Jun-20,156,9,116,Madhya Pradesh
19-Jun-20,0,0,8,Mizoram
19-Jun-20,5,0,16,Nagaland
19-Jun-20,165,0,153,Odisha
19-Jun-20,217,9,66,Punjab
19-Jun-20,16,1,2,Puducherry
19-Jun-20,299,3,255,Rajasthan
19-Jun-20,0,0,16,Sikkim
19-Jun-20,499,3,51,Telangana
19-Jun-20,2115,41,1630,Tamil Nadu
19-Jun-20,27,0,18,Tripura
19-Jun-20,14638,364,9029,Total
19-Jun-20,224,0,0,State Unassigned
19-Jun-20,809,19,357,Uttar Pradesh
19-Jun-20,74,0,47,Uttarakhand
19-Jun-20,355,11,302,West Bengal
20-Jun-20,0,0,0,Andaman and Nicobar Islands
20-Jun-20,491,5,206,Andhra Pradesh
20-Jun-20,0,0,1,Arunachal Pradesh
20-Jun-20,249,0,136,Assam
20-Jun-20,213,0,269,Bihar
20-Jun-20,23,0,1,Chandigarh
20-Jun-20,116,1,63,Chhattisgarh
20-Jun-20,0,0,0,Daman and Diu
20-Jun-20,3630,77,7725,Delhi
20-Jun-20,17,0,12,Dadra and Nagar Haveli and Daman and Diu
20-Jun-20,29,0,11,Goa
20-Jun-20,539,20,535,Gujarat
20-Jun-20,29,0,20,Himachal Pradesh
20-Jun-20,480,5,239,Haryana
20-Jun-20,63,0,69,Jharkhand
20-Jun-20,154,6,142,Jammu and Kashmir
20-Jun-20,416,9,183,Karnataka
