Date,Tested,State_Name
17-Apr-2020,1403,Andaman and Nicobar Islands
24-Apr-2020,2679,Andaman and Nicobar Islands
27-Apr-2020,2848,Andaman and Nicobar Islands
01-May-2020,3754,Andaman and Nicobar Islands
16-May-2020,6677,Andaman and Nicobar Islands
19-May-2020,6965,Andaman and Nicobar Islands
20-May-2020,7082,Andaman and Nicobar Islands
21-May-2020,7167,Andaman and Nicobar Islands
22-May-2020,7263,Andaman and Nicobar Islands
23-May-2020,7327,Andaman and Nicobar Islands
24-May-2020,7327,Andaman and Nicobar Islands
25-May-2020,7363,Andaman and Nicobar Islands
26-May-2020,7448,Andaman and Nicobar Islands
27-May-2020,7499,Andaman and Nicobar Islands
28-May-2020,7519,Andaman and Nicobar Islands
29-May-2020,7567,Andaman and Nicobar Islands
30-May-2020,7567,Andaman and Nicobar Islands
31-May-2020,7706,Andaman and Nicobar Islands
01-Jun-2020,7805,Andaman and Nicobar Islands
02-Jun-2020,8086,Andaman and Nicobar Islands
03-Jun-2020,8295,Andaman and Nicobar Islands
04-Jun-2020,8413,Andaman and Nicobar Islands
05-Jun-2020,8694,Andaman and Nicobar Islands
06-Jun-2020,9037,Andaman and Nicobar Islands
07-Jun-2020,9242,Andaman and Nicobar Islands
08-Jun-2020,9341,Andaman and Nicobar Islands
09-Jun-2020,9859,Andaman and Nicobar Islands
10-Jun-2020,10010,Andaman and Nicobar Islands
11-Jun-2020,10226,Andaman and Nicobar Islands
12-Jun-2020,10697,Andaman and Nicobar Islands
13-Jun-2020,10955,Andaman and Nicobar Islands
14-Jun-2020,11356,Andaman and Nicobar Islands
15-Jun-2020,11518,Andaman and Nicobar Islands
16-Jun-2020,11809,Andaman and Nicobar Islands
17-Jun-2020,12239,Andaman and Nicobar Islands
18-Jun-2020,12622,Andaman and Nicobar Islands
19-Jun-2020,12930,Andaman and Nicobar Islands
20-Jun-2020,13320,Andaman and Nicobar Islands
21-Jun-2020,13434,Andaman and Nicobar Islands
22-Jun-2020,13511,Andaman and Nicobar Islands
23-Jun-2020,13723,Andaman and Nicobar Islands
24-Jun-2020,13994,Andaman and Nicobar Islands
25-Jun-2020,14277,Andaman and Nicobar Islands
26-Jun-2020,14583,Andaman and Nicobar Islands
27-Jun-2020,14851,Andaman and Nicobar Islands
28-Jun-2020,15094,Andaman and Nicobar Islands
29-Jun-2020,15410,Andaman and Nicobar Islands
30-Jun-2020,15709,Andaman and Nicobar Islands
01-Jul-2020,15982,Andaman and Nicobar Islands
02-Jul-2020,16278,Andaman and Nicobar Islands
03-Jul-2020,16626,Andaman and Nicobar Islands
04-Jul-2020,16832,Andaman and Nicobar Islands
05-Jul-2020,16909,Andaman and Nicobar Islands
06-Jul-2020,17095,Andaman and Nicobar Islands
07-Jul-2020,17381,Andaman and Nicobar Islands
08-Jul-2020,17643,Andaman and Nicobar Islands
09-Jul-2020,17852,Andaman and Nicobar Islands
10-Jul-2020,18046,Andaman and Nicobar Islands
11-Jul-2020,18315,Andaman and Nicobar Islands
12-Jul-2020,18447,Andaman and Nicobar Islands
13-Jul-2020,18609,Andaman and Nicobar Islands
14-Jul-2020,18884,Andaman and Nicobar Islands
15-Jul-2020,19061,Andaman and Nicobar Islands
16-Jul-2020,19227,Andaman and Nicobar Islands
17-Jul-2020,19421,Andaman and Nicobar Islands
18-Jul-2020,19671,Andaman and Nicobar Islands
19-Jul-2020,19904,Andaman and Nicobar Islands
20-Jul-2020,20301,Andaman and Nicobar Islands
21-Jul-2020,20642,Andaman and Nicobar Islands
22-Jul-2020,21043,Andaman and Nicobar Islands
23-Jul-2020,21310,Andaman and Nicobar Islands
24-Jul-2020,21743,Andaman and Nicobar Islands
25-Jul-2020,21965,Andaman and Nicobar Islands
26-Jul-2020,22049,Andaman and Nicobar Islands
27-Jul-2020,22548,Andaman and Nicobar Islands
28-Jul-2020,22925,Andaman and Nicobar Islands
29-Jul-2020,23217,Andaman and Nicobar Islands
30-Jul-2020,23615,Andaman and Nicobar Islands
31-Jul-2020,24038,Andaman and Nicobar Islands
01-Aug-2020,24308,Andaman and Nicobar Islands
02-Aug-2020,24580,Andaman and Nicobar Islands
03-Aug-2020,25034,Andaman and Nicobar Islands
04-Aug-2020,25492,Andaman and Nicobar Islands
05-Aug-2020,25826,Andaman and Nicobar Islands
06-Aug-2020,26516,Andaman and Nicobar Islands
07-Aug-2020,26915,Andaman and Nicobar Islands
08-Aug-2020,27073,Andaman and Nicobar Islands
09-Aug-2020,27103,Andaman and Nicobar Islands
10-Aug-2020,27346,Andaman and Nicobar Islands
11-Aug-2020,27455,Andaman and Nicobar Islands
12-Aug-2020,27744,Andaman and Nicobar Islands
13-Aug-2020,27973,Andaman and Nicobar Islands
14-Aug-2020,28129,Andaman and Nicobar Islands
15-Aug-2020,28209,Andaman and Nicobar Islands
16-Aug-2020,28229,Andaman and Nicobar Islands
17-Aug-2020,28672,Andaman and Nicobar Islands
18-Aug-2020,28937,Andaman and Nicobar Islands
19-Aug-2020,29303,Andaman and Nicobar Islands
20-Aug-2020,29487,Andaman and Nicobar Islands
21-Aug-2020,29573,Andaman and Nicobar Islands
22-Aug-2020,29888,Andaman and Nicobar Islands
23-Aug-2020,30278,Andaman and Nicobar Islands
24-Aug-2020,30513,Andaman and Nicobar Islands
25-Aug-2020,31082,Andaman and Nicobar Islands
26-Aug-2020,31646,Andaman and Nicobar Islands
27-Aug-2020,31830,Andaman and Nicobar Islands
28-Aug-2020,32100,Andaman and Nicobar Islands
29-Aug-2020,32407,Andaman and Nicobar Islands
30-Aug-2020,32674,Andaman and Nicobar Islands
31-Aug-2020,33485,Andaman and Nicobar Islands
01-Sep-2020,35104,Andaman and Nicobar Islands
02-Sep-2020,36136,Andaman and Nicobar Islands
03-Sep-2020,37075,Andaman and Nicobar Islands
04-Sep-2020,37825,Andaman and Nicobar Islands
05-Sep-2020,38574,Andaman and Nicobar Islands
06-Sep-2020,39205,Andaman and Nicobar Islands
07-Sep-2020,39995,Andaman and Nicobar Islands
08-Sep-2020,41039,Andaman and Nicobar Islands
09-Sep-2020,41776,Andaman and Nicobar Islands
10-Sep-2020,42792,Andaman and Nicobar Islands
11-Sep-2020,43680,Andaman and Nicobar Islands
12-Sep-2020,44570,Andaman and Nicobar Islands
13-Sep-2020,45279,Andaman and Nicobar Islands
14-Sep-2020,45987,Andaman and Nicobar Islands
15-Sep-2020,46823,Andaman and Nicobar Islands
16-Sep-2020,47794,Andaman and Nicobar Islands
17-Sep-2020,48861,Andaman and Nicobar Islands
18-Sep-2020,50035,Andaman and Nicobar Islands
19-Sep-2020,50681,Andaman and Nicobar Islands
20-Sep-2020,51262,Andaman and Nicobar Islands
21-Sep-2020,52220,Andaman and Nicobar Islands
22-Sep-2020,52845,Andaman and Nicobar Islands
23-Sep-2020,53591,Andaman and Nicobar Islands
24-Sep-2020,52992,Andaman and Nicobar Islands
25-Sep-2020,55169,Andaman and Nicobar Islands
26-Sep-2020,56059,Andaman and Nicobar Islands
27-Sep-2020,56661,Andaman and Nicobar Islands
28-Sep-2020,57343,Andaman and Nicobar Islands
29-Sep-2020,58135,Andaman and Nicobar Islands
30-Sep-2020,58763,Andaman and Nicobar Islands
01-Oct-2020,59676,Andaman and Nicobar Islands
02-Oct-2020,60437,Andaman and Nicobar Islands
03-Oct-2020,61231,Andaman and Nicobar Islands
04-Oct-2020,62103,Andaman and Nicobar Islands
05-Oct-2020,63009,Andaman and Nicobar Islands
06-Oct-2020,63790,Andaman and Nicobar Islands
07-Oct-2020,65111,Andaman and Nicobar Islands
08-Oct-2020,66244,Andaman and Nicobar Islands
09-Oct-2020,67332,Andaman and Nicobar Islands
10-Oct-2020,68464,Andaman and Nicobar Islands
11-Oct-2020,69146,Andaman and Nicobar Islands
12-Oct-2020,69932,Andaman and Nicobar Islands
13-Oct-2020,70780,Andaman and Nicobar Islands
14-Oct-2020,71624,Andaman and Nicobar Islands
15-Oct-2020,72525,Andaman and Nicobar Islands
16-Oct-2020,73363,Andaman and Nicobar Islands
17-Oct-2020,74277,Andaman and Nicobar Islands
18-Oct-2020,75030,Andaman and Nicobar Islands
19-Oct-2020,75977,Andaman and Nicobar Islands
20-Oct-2020,77200,Andaman and Nicobar Islands
21-Oct-2020,78303,Andaman and Nicobar Islands
22-Oct-2020,79301,Andaman and Nicobar Islands
23-Oct-2020,80768,Andaman and Nicobar Islands
24-Oct-2020,81880,Andaman and Nicobar Islands
25-Oct-2020,82626,Andaman and Nicobar Islands
26-Oct-2020,83115,Andaman and Nicobar Islands
27-Oct-2020,84308,Andaman and Nicobar Islands
28-Oct-2020,85378,Andaman and Nicobar Islands
29-Oct-2020,86715,Andaman and Nicobar Islands
30-Oct-2020,87789,Andaman and Nicobar Islands
31-Oct-2020,88453,Andaman and Nicobar Islands
01-Nov-2020,89559,Andaman and Nicobar Islands
02-Nov-2020,90901,Andaman and Nicobar Islands
03-Nov-2020,92249,Andaman and Nicobar Islands
04-Nov-2020,93406,Andaman and Nicobar Islands
05-Nov-2020,94639,Andaman and Nicobar Islands
06-Nov-2020,96214,Andaman and Nicobar Islands
07-Nov-2020,97603,Andaman and Nicobar Islands
08-Nov-2020,98812,Andaman and Nicobar Islands
09-Nov-2020,100025,Andaman and Nicobar Islands
10-Nov-2020,101226,Andaman and Nicobar Islands
11-Nov-2020,102433,Andaman and Nicobar Islands
12-Nov-2020,103599,Andaman and Nicobar Islands
13-Nov-2020,104785,Andaman and Nicobar Islands
14-Nov-2020,105699,Andaman and Nicobar Islands
15-Nov-2020,106734,Andaman and Nicobar Islands
16-Nov-2020,108080,Andaman and Nicobar Islands
17-Nov-2020,109646,Andaman and Nicobar Islands
18-Nov-2020,111166,Andaman and Nicobar Islands
19-Nov-2020,112792,Andaman and Nicobar Islands
20-Nov-2020,114392,Andaman and Nicobar Islands
21-Nov-2020,115968,Andaman and Nicobar Islands
22-Nov-2020,117093,Andaman and Nicobar Islands
23-Nov-2020,118654,Andaman and Nicobar Islands
24-Nov-2020,120324,Andaman and Nicobar Islands
25-Nov-2020,121931,Andaman and Nicobar Islands
26-Nov-2020,123165,Andaman and Nicobar Islands
27-Nov-2020,124832,Andaman and Nicobar Islands
28-Nov-2020,126331,Andaman and Nicobar Islands
29-Nov-2020,127912,Andaman and Nicobar Islands
30-Nov-2020,129389,Andaman and Nicobar Islands
01-Dec-2020,131080,Andaman and Nicobar Islands
02-Dec-2020,132784,Andaman and Nicobar Islands
03-Dec-2020,134355,Andaman and Nicobar Islands
04-Dec-2020,135952,Andaman and Nicobar Islands
05-Dec-2020,137648,Andaman and Nicobar Islands
06-Dec-2020,139326,Andaman and Nicobar Islands
07-Dec-2020,140961,Andaman and Nicobar Islands
08-Dec-2020,142667,Andaman and Nicobar Islands
09-Dec-2020,144401,Andaman and Nicobar Islands
10-Dec-2020,146143,Andaman and Nicobar Islands
11-Dec-2020,147806,Andaman and Nicobar Islands
12-Dec-2020,149926,Andaman and Nicobar Islands
13-Dec-2020,152004,Andaman and Nicobar Islands
14-Dec-2020,153685,Andaman and Nicobar Islands
15-Dec-2020,155454,Andaman and Nicobar Islands
16-Dec-2020,157242,Andaman and Nicobar Islands
17-Dec-2020,159027,Andaman and Nicobar Islands
18-Dec-2020,160856,Andaman and Nicobar Islands
19-Dec-2020,162821,Andaman and Nicobar Islands
20-Dec-2020,165024,Andaman and Nicobar Islands
21-Dec-2020,166845,Andaman and Nicobar Islands
22-Dec-2020,168769,Andaman and Nicobar Islands
23-Dec-2020,170666,Andaman and Nicobar Islands
24-Dec-2020,172756,Andaman and Nicobar Islands
25-Dec-2020,174482,Andaman and Nicobar Islands
26-Dec-2020,175578,Andaman and Nicobar Islands
27-Dec-2020,176898,Andaman and Nicobar Islands
28-Dec-2020,177926,Andaman and Nicobar Islands
29-Dec-2020,179444,Andaman and Nicobar Islands
30-Dec-2020,180626,Andaman and Nicobar Islands
31-Dec-2020,181640,Andaman and Nicobar Islands
01-Jan-2021,182631,Andaman and Nicobar Islands
02-Jan-2021,183725,Andaman and Nicobar Islands
03-Jan-2021,184955,Andaman and Nicobar Islands
04-Jan-2021,186140,Andaman and Nicobar Islands
05-Jan-2021,187115,Andaman and Nicobar Islands
06-Jan-2021,188351,Andaman and Nicobar Islands
07-Jan-2021,190031,Andaman and Nicobar Islands
08-Jan-2021,191206,Andaman and Nicobar Islands
09-Jan-2021,192560,Andaman and Nicobar Islands
10-Jan-2021,193719,Andaman and Nicobar Islands
11-Jan-2021,195351,Andaman and Nicobar Islands
12-Jan-2021,196859,Andaman and Nicobar Islands
13-Jan-2021,198478,Andaman and Nicobar Islands
14-Jan-2021,199805,Andaman and Nicobar Islands
15-Jan-2021,200953,Andaman and Nicobar Islands
16-Jan-2021,202521,Andaman and Nicobar Islands
17-Jan-2021,203741,Andaman and Nicobar Islands
18-Jan-2021,205411,Andaman and Nicobar Islands
19-Jan-2021,206732,Andaman and Nicobar Islands
20-Jan-2021,208179,Andaman and Nicobar Islands
21-Jan-2021,209437,Andaman and Nicobar Islands
22-Jan-2021,210762,Andaman and Nicobar Islands
23-Jan-2021,212393,Andaman and Nicobar Islands
24-Jan-2021,213467,Andaman and Nicobar Islands
25-Jan-2021,214915,Andaman and Nicobar Islands
26-Jan-2021,215858,Andaman and Nicobar Islands
27-Jan-2021,217007,Andaman and Nicobar Islands
28-Jan-2021,218629,Andaman and Nicobar Islands
29-Jan-2021,220484,Andaman and Nicobar Islands
30-Jan-2021,221876,Andaman and Nicobar Islands
31-Jan-2021,223137,Andaman and Nicobar Islands
01-Feb-2021,224852,Andaman and Nicobar Islands
02-Feb-2021,226584,Andaman and Nicobar Islands
03-Feb-2021,228290,Andaman and Nicobar Islands
04-Feb-2021,230133,Andaman and Nicobar Islands
05-Feb-2021,231633,Andaman and Nicobar Islands
06-Feb-2021,233597,Andaman and Nicobar Islands
07-Feb-2021,235072,Andaman and Nicobar Islands
08-Feb-2021,236643,Andaman and Nicobar Islands
09-Feb-2021,238339,Andaman and Nicobar Islands
10-Feb-2021,240362,Andaman and Nicobar Islands
11-Feb-2021,241833,Andaman and Nicobar Islands
12-Feb-2021,243631,Andaman and Nicobar Islands
13-Feb-2021,245745,Andaman and Nicobar Islands
14-Feb-2021,247289,Andaman and Nicobar Islands
15-Feb-2021,248562,Andaman and Nicobar Islands
16-Feb-2021,250037,Andaman and Nicobar Islands
17-Feb-2021,251774,Andaman and Nicobar Islands
18-Feb-2021,253718,Andaman and Nicobar Islands
19-Feb-2021,255675,Andaman and Nicobar Islands
20-Feb-2021,257213,Andaman and Nicobar Islands
21-Feb-2021,258773,Andaman and Nicobar Islands
22-Feb-2021,260324,Andaman and Nicobar Islands
23-Feb-2021,261719,Andaman and Nicobar Islands
24-Feb-2021,263090,Andaman and Nicobar Islands
25-Feb-2021,264369,Andaman and Nicobar Islands
26-Feb-2021,265852,Andaman and Nicobar Islands
27-Feb-2021,267209,Andaman and Nicobar Islands
28-Feb-2021,268499,Andaman and Nicobar Islands
01-Mar-2021,269799,Andaman and Nicobar Islands
02-Mar-2021,271193,Andaman and Nicobar Islands
03-Mar-2021,273010,Andaman and Nicobar Islands
04-Mar-2021,274849,Andaman and Nicobar Islands
05-Mar-2021,276471,Andaman and Nicobar Islands
06-Mar-2021,278437,Andaman and Nicobar Islands
07-Mar-2021,280041,Andaman and Nicobar Islands
08-Mar-2021,281955,Andaman and Nicobar Islands
09-Mar-2021,283492,Andaman and Nicobar Islands
10-Mar-2021,285087,Andaman and Nicobar Islands
11-Mar-2021,286505,Andaman and Nicobar Islands
12-Mar-2021,288197,Andaman and Nicobar Islands
13-Mar-2021,290341,Andaman and Nicobar Islands
14-Mar-2021,291842,Andaman and Nicobar Islands
15-Mar-2021,294094,Andaman and Nicobar Islands
16-Mar-2021,295827,Andaman and Nicobar Islands
17-Mar-2021,297433,Andaman and Nicobar Islands
18-Mar-2021,299048,Andaman and Nicobar Islands
19-Mar-2021,300892,Andaman and Nicobar Islands
20-Mar-2021,302566,Andaman and Nicobar Islands
21-Mar-2021,304391,Andaman and Nicobar Islands
22-Mar-2021,305778,Andaman and Nicobar Islands
23-Mar-2021,307255,Andaman and Nicobar Islands
24-Mar-2021,308812,Andaman and Nicobar Islands
25-Mar-2021,310615,Andaman and Nicobar Islands
26-Mar-2021,312378,Andaman and Nicobar Islands
27-Mar-2021,314309,Andaman and Nicobar Islands
28-Mar-2021,315818,Andaman and Nicobar Islands
29-Mar-2021,317137,Andaman and Nicobar Islands
30-Mar-2021,318382,Andaman and Nicobar Islands
31-Mar-2021,319864,Andaman and Nicobar Islands
01-Apr-2021,321456,Andaman and Nicobar Islands
02-Apr-2021,323001,Andaman and Nicobar Islands
03-Apr-2021,324207,Andaman and Nicobar Islands
04-Apr-2021,325826,Andaman and Nicobar Islands
05-Apr-2021,327270,Andaman and Nicobar Islands
06-Apr-2021,328737,Andaman and Nicobar Islands
07-Apr-2021,330481,Andaman and Nicobar Islands
08-Apr-2021,332119,Andaman and Nicobar Islands
09-Apr-2021,333671,Andaman and Nicobar Islands
10-Apr-2021,335784,Andaman and Nicobar Islands
11-Apr-2021,337833,Andaman and Nicobar Islands
12-Apr-2021,339482,Andaman and Nicobar Islands
13-Apr-2021,341557,Andaman and Nicobar Islands
14-Apr-2021,343431,Andaman and Nicobar Islands
15-Apr-2021,345485,Andaman and Nicobar Islands
16-Apr-2021,347489,Andaman and Nicobar Islands
17-Apr-2021,349739,Andaman and Nicobar Islands
18-Apr-2021,352086,Andaman and Nicobar Islands
19-Apr-2021,353754,Andaman and Nicobar Islands
20-Apr-2021,355507,Andaman and Nicobar Islands
21-Apr-2021,357442,Andaman and Nicobar Islands
22-Apr-2021,358903,Andaman and Nicobar Islands
23-Apr-2021,360595,Andaman and Nicobar Islands
24-Apr-2021,361594,Andaman and Nicobar Islands
25-Apr-2021,363056,Andaman and Nicobar Islands
26-Apr-2021,364735,Andaman and Nicobar Islands
27-Apr-2021,366683,Andaman and Nicobar Islands
28-Apr-2021,367689,Andaman and Nicobar Islands
29-Apr-2021,368945,Andaman and Nicobar Islands
30-Apr-2021,370896,Andaman and Nicobar Islands
01-May-2021,372214,Andaman and Nicobar Islands
02-May-2021,373007,Andaman and Nicobar Islands
03-May-2021,373785,Andaman and Nicobar Islands
04-May-2021,374428,Andaman and Nicobar Islands
02-Apr-2020,1800,Andhra Pradesh
10-Apr-2020,6374,Andhra Pradesh
11-Apr-2020,6958,Andhra Pradesh
12-Apr-2020,6958,Andhra Pradesh
13-Apr-2020,8755,Andhra Pradesh
14-Apr-2020,10505,Andhra Pradesh
15-Apr-2020,11613,Andhra Pradesh
16-Apr-2020,20235,Andhra Pradesh
17-Apr-2020,20235,Andhra Pradesh
18-Apr-2020,21450,Andhra Pradesh
19-Apr-2020,26958,Andhra Pradesh
20-Apr-2020,30733,Andhra Pradesh
21-Apr-2020,35755,Andhra Pradesh
22-Apr-2020,41512,Andhra Pradesh
23-Apr-2020,48032,Andhra Pradesh
24-Apr-2020,54338,Andhra Pradesh
25-Apr-2020,61266,Andhra Pradesh
26-Apr-2020,68034,Andhra Pradesh
27-Apr-2020,74551,Andhra Pradesh
28-Apr-2020,80334,Andhra Pradesh
29-Apr-2020,88061,Andhra Pradesh
30-Apr-2020,94558,Andhra Pradesh
01-May-2020,102460,Andhra Pradesh
02-May-2020,108403,Andhra Pradesh
03-May-2020,114937,Andhra Pradesh
04-May-2020,125229,Andhra Pradesh
05-May-2020,133492,Andhra Pradesh
06-May-2020,141274,Andhra Pradesh
07-May-2020,149361,Andhra Pradesh
08-May-2020,156681,Andhra Pradesh
09-May-2020,165069,Andhra Pradesh
10-May-2020,173735,Andhra Pradesh
11-May-2020,181144,Andhra Pradesh
12-May-2020,191874,Andhra Pradesh
13-May-2020,201196,Andhra Pradesh
14-May-2020,210452,Andhra Pradesh
15-May-2020,219490,Andhra Pradesh
17-May-2020,238998,Andhra Pradesh
18-May-2020,248771,Andhra Pradesh
19-May-2020,258450,Andhra Pradesh
20-May-2020,267612,Andhra Pradesh
21-May-2020,275704,Andhra Pradesh
22-May-2020,284119,Andhra Pradesh
23-May-2020,292969,Andhra Pradesh
24-May-2020,304326,Andhra Pradesh
25-May-2020,314566,Andhra Pradesh
26-May-2020,322714,Andhra Pradesh
27-May-2020,332378,Andhra Pradesh
28-May-2020,342236,Andhra Pradesh
29-May-2020,353874,Andhra Pradesh
30-May-2020,363378,Andhra Pradesh
31-May-2020,372748,Andhra Pradesh
01-Jun-2020,383315,Andhra Pradesh
02-Jun-2020,395681,Andhra Pradesh
03-Jun-2020,403747,Andhra Pradesh
04-Jun-2020,413733,Andhra Pradesh
05-Jun-2020,423564,Andhra Pradesh
06-Jun-2020,436335,Andhra Pradesh
07-Jun-2020,454030,Andhra Pradesh
08-Jun-2020,468276,Andhra Pradesh
09-Jun-2020,483361,Andhra Pradesh
10-Jun-2020,498716,Andhra Pradesh
11-Jun-2020,510318,Andhra Pradesh
12-Jun-2020,522093,Andhra Pradesh
13-Jun-2020,536570,Andhra Pradesh
14-Jun-2020,552202,Andhra Pradesh
15-Jun-2020,567375,Andhra Pradesh
16-Jun-2020,583286,Andhra Pradesh
17-Jun-2020,598474,Andhra Pradesh
18-Jun-2020,612397,Andhra Pradesh
19-Jun-2020,630006,Andhra Pradesh
20-Jun-2020,652377,Andhra Pradesh
21-Jun-2020,676828,Andhra Pradesh
22-Jun-2020,693548,Andhra Pradesh
23-Jun-2020,714187,Andhra Pradesh
24-Jun-2020,750234,Andhra Pradesh
25-Jun-2020,769319,Andhra Pradesh
26-Jun-2020,791624,Andhra Pradesh
27-Jun-2020,816082,Andhra Pradesh
28-Jun-2020,841860,Andhra Pradesh
29-Jun-2020,872076,Andhra Pradesh
30-Jun-2020,890190,Andhra Pradesh
01-Jul-2020,918429,Andhra Pradesh
02-Jul-2020,932713,Andhra Pradesh
03-Jul-2020,971611,Andhra Pradesh
04-Jul-2020,996573,Andhra Pradesh
05-Jul-2020,1017140,Andhra Pradesh
06-Jul-2020,1033852,Andhra Pradesh
07-Jul-2020,1050090,Andhra Pradesh
08-Jul-2020,1077733,Andhra Pradesh
09-Jul-2020,1094615,Andhra Pradesh
10-Jul-2020,1115635,Andhra Pradesh
11-Jul-2020,1136225,Andhra Pradesh
12-Jul-2020,1153849,Andhra Pradesh
13-Jul-2020,1173096,Andhra Pradesh
14-Jul-2020,1195766,Andhra Pradesh
15-Jul-2020,1217963,Andhra Pradesh
16-Jul-2020,1240267,Andhra Pradesh
17-Jul-2020,1260512,Andhra Pradesh
18-Jul-2020,1284384,Andhra Pradesh
19-Jul-2020,1315532,Andhra Pradesh
20-Jul-2020,1349112,Andhra Pradesh
21-Jul-2020,1386274,Andhra Pradesh
22-Jul-2020,1435827,Andhra Pradesh
23-Jul-2020,1493879,Andhra Pradesh
24-Jul-2020,1541993,Andhra Pradesh
25-Jul-2020,1595674,Andhra Pradesh
26-Jul-2020,1643319,Andhra Pradesh
27-Jul-2020,1686446,Andhra Pradesh
28-Jul-2020,1749425,Andhra Pradesh
29-Jul-2020,1820009,Andhra Pradesh
30-Jul-2020,1890077,Andhra Pradesh
31-Jul-2020,1951776,Andhra Pradesh
01-Aug-2020,2012573,Andhra Pradesh
02-Aug-2020,2065407,Andhra Pradesh
03-Aug-2020,2110923,Andhra Pradesh
04-Aug-2020,2175070,Andhra Pradesh
05-Aug-2020,2235646,Andhra Pradesh
06-Aug-2020,2299332,Andhra Pradesh
07-Aug-2020,2362270,Andhra Pradesh
08-Aug-2020,2424393,Andhra Pradesh
09-Aug-2020,2487305,Andhra Pradesh
10-Aug-2020,2534304,Andhra Pradesh
11-Aug-2020,2592619,Andhra Pradesh
12-Aug-2020,2649767,Andhra Pradesh
13-Aug-2020,2705459,Andhra Pradesh
14-Aug-2020,2758485,Andhra Pradesh
15-Aug-2020,2812197,Andhra Pradesh
16-Aug-2020,2860943,Andhra Pradesh
17-Aug-2020,2905521,Andhra Pradesh
18-Aug-2020,2961611,Andhra Pradesh
19-Aug-2020,3019296,Andhra Pradesh
20-Aug-2020,3074847,Andhra Pradesh
21-Aug-2020,3129857,Andhra Pradesh
22-Aug-2020,3191326,Andhra Pradesh
23-Aug-2020,3238038,Andhra Pradesh
24-Aug-2020,3292501,Andhra Pradesh
25-Aug-2020,3356852,Andhra Pradesh
26-Aug-2020,3418690,Andhra Pradesh
27-Aug-2020,3479990,Andhra Pradesh
28-Aug-2020,3541321,Andhra Pradesh
29-Aug-2020,3603345,Andhra Pradesh
30-Aug-2020,3666422,Andhra Pradesh
31-Aug-2020,3722912,Andhra Pradesh
01-Sep-2020,3782746,Andhra Pradesh
02-Sep-2020,3843550,Andhra Pradesh
03-Sep-2020,3905775,Andhra Pradesh
04-Sep-2020,3965694,Andhra Pradesh
05-Sep-2020,4035317,Andhra Pradesh
06-Sep-2020,4107890,Andhra Pradesh
07-Sep-2020,4166077,Andhra Pradesh
08-Sep-2020,4237070,Andhra Pradesh
09-Sep-2020,4308762,Andhra Pradesh
10-Sep-2020,4380991,Andhra Pradesh
11-Sep-2020,4452128,Andhra Pradesh
12-Sep-2020,4527593,Andhra Pradesh
13-Sep-2020,4599826,Andhra Pradesh
14-Sep-2020,4661355,Andhra Pradesh
15-Sep-2020,4731866,Andhra Pradesh
16-Sep-2020,4806879,Andhra Pradesh
17-Sep-2020,4884371,Andhra Pradesh
18-Sep-2020,4959081,Andhra Pradesh
19-Sep-2020,5033676,Andhra Pradesh
20-Sep-2020,5104131,Andhra Pradesh
21-Sep-2020,5160700,Andhra Pradesh
22-Sep-2020,5229529,Andhra Pradesh
23-Sep-2020,5302367,Andhra Pradesh
24-Sep-2020,5378367,Andhra Pradesh
25-Sep-2020,5447796,Andhra Pradesh
26-Sep-2020,5523786,Andhra Pradesh
27-Sep-2020,5600202,Andhra Pradesh
28-Sep-2020,5666323,Andhra Pradesh
29-Sep-2020,5734752,Andhra Pradesh
30-Sep-2020,5806558,Andhra Pradesh
01-Oct-2020,5878135,Andhra Pradesh
02-Oct-2020,5948534,Andhra Pradesh
03-Oct-2020,6021395,Andhra Pradesh
04-Oct-2020,6094206,Andhra Pradesh
05-Oct-2020,6150351,Andhra Pradesh
06-Oct-2020,6216240,Andhra Pradesh
07-Oct-2020,6283009,Andhra Pradesh
08-Oct-2020,6349953,Andhra Pradesh
09-Oct-2020,6420474,Andhra Pradesh
10-Oct-2020,6494099,Andhra Pradesh
11-Oct-2020,6569616,Andhra Pradesh
12-Oct-2020,6630728,Andhra Pradesh
13-Oct-2020,6702810,Andhra Pradesh
14-Oct-2020,6772273,Andhra Pradesh
15-Oct-2020,6846040,Andhra Pradesh
16-Oct-2020,6920377,Andhra Pradesh
17-Oct-2020,6991258,Andhra Pradesh
18-Oct-2020,7066203,Andhra Pradesh
19-Oct-2020,7127533,Andhra Pradesh
20-Oct-2020,7196628,Andhra Pradesh
21-Oct-2020,7271050,Andhra Pradesh
22-Oct-2020,7347776,Andhra Pradesh
23-Oct-2020,7428014,Andhra Pradesh
24-Oct-2020,7502933,Andhra Pradesh
25-Oct-2020,7570352,Andhra Pradesh
26-Oct-2020,7621896,Andhra Pradesh
27-Oct-2020,7696653,Andhra Pradesh
28-Oct-2020,7773681,Andhra Pradesh
29-Oct-2020,7862459,Andhra Pradesh
30-Oct-2020,7946860,Andhra Pradesh
31-Oct-2020,8028905,Andhra Pradesh
01-Nov-2020,8117685,Andhra Pradesh
02-Nov-2020,8182266,Andhra Pradesh
03-Nov-2020,8266800,Andhra Pradesh
04-Nov-2020,8342265,Andhra Pradesh
05-Nov-2020,8427629,Andhra Pradesh
06-Nov-2020,8507230,Andhra Pradesh
07-Nov-2020,8587312,Andhra Pradesh
08-Nov-2020,8663975,Andhra Pradesh
